book_id,book_title,subject,chapter_id,chapter_title,chapter_order,item_id,item_title,item_order,key_points,full_text,page_reference
eng-01,大岩のいちばんはじめの英文法,英語,ch01,動詞 ① ~be 動詞と一般動詞の区別~,1,ch01-item03,"be動詞：用法 (イコール関係/存在) と ""There is/are"" 構文",3,"be動詞は主語と後続の形容詞もイコール関係を示す;be動詞が主語の存在を表す場合「(主語は)(~に) ある [いる]」; ""There is [are] 単数 [複数] 名詞 + 場所 ."" は「場所に〜がある [いる]」",いい?じゃ、次。 例文2を見てみよう!\nRabi and Rose are happy.\n◇ラビとローズは幸せです。\n例文2\nhappy♥\n\nこの文の動詞は? ・・・そう、 are だよね。\nそして、areもbe動詞だから、 主語 Rabi and Rose と後ろの形容詞\nhappy はイコールの関係!\nつまり、「ラビとローズ=幸せ」 となるわけだね。\n\nはい、次。 例文3を見てみよう!\n〜の近くに\nHer school is near the station.\n・彼女の学校は駅の近くにある。\n例文3\n\nこの文の動詞は is だね。 is も be動詞だったよね。\n･･･ということは、 主語 Her school と後ろの語句 near the station は\nイコールです…･････かな ???\nいや、今回は「学校(=建物)」 と 「駅の近く(=位置)」はイコールじゃな\nいよね。こういう場合の be動詞は、主語の存在を表すと考えておこう!\nつまり、「(主語は)(~に) ある [いる]」という感じだね。\n\n参考\n「There is 名詞 + 場所 」も存在を表す!\n「There is [are] 単数 [複数] 名詞 + 場所 .」の形の文は、「場所に\n~がある [いる] 」 と訳す重要表現。 これも覚えておいてね!\nThere is a book on the desk. (机の上に本がある。)\nThere are two dogs in the room. (部屋に犬が2匹いる。),P23
eng-01,大岩のいちばんはじめの英文法,英語,ch01,動詞 ① ~be 動詞と一般動詞の区別~,1,ch01-item04,be動詞の活用と一般動詞の導入,4,be動詞は主語によって形が変わる(活用);一般動詞はbe動詞以外の動詞,だから、 「彼女の学校は駅の近くにある。」\nという訳になっているんだね。\n\nちなみに、 be動詞は主語によって色々と形が変わるからね。\nこれは超基本事項=超重要事項なのでシッカリ頭に入れておこう!\n※ be動詞の活用がよくわからない人は巻末資料5 (SP P.222) へGo!\n\nさあ、それではbe動詞が頭に入ったところで次にいってみよう!\n\n2 一般動詞,P24
eng-01,大岩のいちばんはじめの英文法,英語,ch01,動詞 ① ~be 動詞と一般動詞の区別~,1,ch01-item05,一般動詞：定義と例文、文構造(SV),5,"一般動詞はjump, talkなどbe動詞以外の動詞;1文に動詞は1つ;英語はSV(主語+動詞)を先に言う;日本語訳は主語→動詞の順が基本",とぶ\n話す\n見る\nさわる\n一般動詞というのは、jump、talk、 watch 、 touch のような、\nbe動詞以外の動詞のことだよ。\n\n例文4を見てみよう!\nIshida runs to the theater.\n石田は劇場に走る。\n例文4\n\nこの文の動詞は? ...そう、 runs だよね。\n･･･ということは、この文の主語は 「Ishida」 で、\n行動は 「走る」 だということがわかるよね。\n日本語に訳す場合は、 最初に主語を 「〜は」 や 「~が」と訳し、\n最後に動詞を訳すとうまく訳せることが多いからね。\n1つの文に動詞は1つしか使えないという点も覚えておいてね。\n\nあと、ここではもう1つ気づいてほしいことがあるんだよね。\nそれは、おや !? run という一般動詞にsが付いている!\nミスプリ? ということなんだけど･････ 気づいてた???\n(ちなみに、ミスプリではない)\n\n考察\n英語では伝えたいことのメインを最初に言う!\n日本語では 「(Sが) 〜する [した]」 という述語 (V) の部分は最\n後に言うことが多いよね。 でも、英語では 「誰がどうした」 とい\nう「SV」を最初にハッキリと言うのよ。 話のメインを最初にビ\nシッと伝えて、 それから細かいことを話す、という感じね。,P24
eng-01,大岩のいちばんはじめの英文法,英語,ch01,動詞 ① ~be 動詞と一般動詞の区別~,1,ch01-item06,一般動詞：3人称・単数・現在 (3単現) のs,6,主語が3人称・単数・現在の場合、一般動詞にsが付く;3人称はI/we/you以外;単数は1つ/数えられない名詞;現在は今の話,一般動詞は、主語が3人称・単数で、 現在の話をしているとき、\n3人称・単数現在 (3単現) のsというのを付けちゃうんだよね。\n① 3人称というのは、I、 we、 you 以外の名詞や代名詞全部のこと。\n② 単数とは、 1人とか1個のこと。 数えられない名詞も単数扱い。\n③ 現在とは、 「今現在」のお話ってこと。\nこの①~③ すべての条件を満たす名詞や代名詞が主語になったときは、\n一般動詞の語尾にs を付けるのが基本だからね。\n\n(例)\nA dog run. → A dog runs.\nTwo dogs run. (主語が複数なのでsは付かない!)\nYou run. (主語が3人称ではないのでsは付かない!)\n※この3単現のsの付け方は巻末資料6 (P.223) を見てね!,P25
eng-01,大岩のいちばんはじめの英文法,英語,ch01,動詞 ① ~be 動詞と一般動詞の区別~,1,ch01-item07,一般動詞：過去形 (-ed),7,一般動詞の過去形は通常-edを付ける;過去の事柄を表す;過去の話では動詞を過去形にする必要がある,では最後に、 例文5を見てみよう!\nBean wanted a new car.\nビーンは新しい車を欲しがっていた。\n例文5\n第一講 動詞①\n\nこの文の動詞は?\n・・・オッケー、 wanted だね。\n欲する\nところで、 want という一般動詞はed で終わっているよね!?\n実は、一般動詞が ed で終わっている形を過去形といって、\n今よりも前 (過去) の事柄を表すときに使うんだよね。\n\n日本語では、現在の文を過去の文にするとき、\n「欲しがっている→欲しがっていた」 のように動詞の語尾を変えるよね。\n英語も同じように、 過去の文にしたいときには、\n「want → wanted」 のように、\n動詞の語尾を ed で終わらせ、 過去形にしてあげるんだよ。\n\n過去のことを言う場合には、 相手に 「この話は過去の話なんだよ〜ん」\nとシッカリと伝えるためにも、 動詞を過去形にしなきゃダメなんだね。\n動詞の過去形の作り方があいまいな人は巻末資料8 (P.224) へGo!\n\nさて、 動詞の超基礎をやったわけだけど、ちゃんと頭に入ったかな?\nそれではさっそく CHECK問題で確認してみよう!,P25
eng-01,大岩のいちばんはじめの英文法,英語,ch01,動詞 ① ~be 動詞と一般動詞の区別~,1,ch01-item08,第1講のまとめとCHECK問題,8,be動詞はイコール関係/存在を表す;一般動詞はbe動詞以外;3単現のsと過去形(-ed)に注意;CHECK問題で理解度確認,第1講 動詞 ①\n第\n講\nCHECK問題\n\n第1講のまとめ\n★ be動詞･･･ ① be動詞の左側の語句と右側の語句はイコールの関係\n②主語の存在を表す ([~に〕 ある [いる])\n★一般動詞･･･ be動詞以外の動詞のこと。 be動詞と区別しよう!\n※3単現のsと過去形 (-ed) にも注意!\n\n問題 空所に最も適する語の番号を選びなさい。\n\n1.  I ( ) very hungry now. I want something to eat.\n    ① am ② is ③ are ④ was ⑤ were\n\n2.  My brother ( ) us an old album last week.\n    ① show ② shows ③ showed ④ is ⑤ was\n\n3.  There ( ) a big tree on that hill five years ago.\n    ① am ② is ③ are ④ was ⑤ were\n\n4.  Jessie ( ) English every day.\n    ① is ② was ③ study ④ studies ⑤ studied\n\n5.  Ms. Smith ( ) us math last year.\n    ① teach ② teaches ③ teached ④ taught ⑤ be,P26
eng-01,大岩のいちばんはじめの英文法,英語,ch01,動詞 ① ~be 動詞と一般動詞の区別~,1,ch01-item09,CHECK問題 解答・解説,9,now/everydayは現在形を示唆;last~/~agoは過去形を示唆;主語の人称・数と時制で動詞の形が決まる;be動詞と一般動詞の使い分け;不規則変化動詞に注意,解答・解説\n\nここがポイント!\n「now」 や 「everyday」 は今を表すから、 文の動詞は\n現在形にする。 「last~」 や 「〜 ago 」 は過去を表す\nから、文の動詞は過去形にするからね。\n\nHideki\nM\nI\n講 動詞①\n\n1.  正解 =① (訳: 私は今、 非常に空腹です。 私は何か食べるものが欲しい。)\n    ★Iが主語なので①か④が入る。 そして、 文の最後にある now で 「今」\n    の話だとわかるから、 現在形の①が正解。\n\n2.  正解 =③ (訳: 私の兄は先週、 私たちに古いアルバムを見せた。)\n    ★文の最後の last week で 「過去」 の話だとわかるから、答えは③か⑤。\n    「私の兄=私たち」 ではないので、 ⑤ (be動詞) ではない。一般動詞の\n    過去形である③が正解。\n\n3.  正解 =④ (訳:5年前、あの丘には大きな木があった。)\n    ★ 「There is 単数名詞+ 場所.」という重要表現。 文の最後に five\n    years ago があるので、 is の過去形 was が入る。\n\n4.  正解 = ④ (訳: ジェシーは毎日英語を勉強している。)\n    ★ Jessie (3人称・単数) が主語。 文の最後に every day があるので、\n    「今(現在)も毎日行っていること」 だとわかる。 よって、 3単現のs\n    が付いた一般動詞の④が正解。\n\n5.  正解 = ④ (訳: スミスさんは昨年、 私たちに数学を教えてくれた。)\n    文の最後に last year があるので 「過去」の話だとわかる。 teach は\n    teach - taught - taught という不規則変化をする動詞 (KSP.225) なの\n    で、③ではなく④が正解。,P27
eng-01,大岩のいちばんはじめの英文法,英語,ch02,動詞② ~ be動詞・ 一般動詞の否定文と疑問文~,2,ch02-item01,導入：肯定文・否定文・疑問文と動詞の区別,1,肯定文は断定(〜です/する);否定文は打消(〜ではない/しない);疑問文は問いかけ(〜ですか/しますか);否定文・疑問文の作り方はbe動詞と一般動詞で異なる,今回は、第1講の続きで、\n「否定文」や「疑問文」の作り方を\nマスターしていこう!\n\n今回の主役\nbe動詞・一般動詞の\n否定文と疑問文\n\n実は、今までやってきたのは「〜です」「~する」 のような\nこうてい\n肯定 断言の意味をもつ肯定文という文だったんだよね。\nそこで今回は、「〜ではない」 「~しない」 のような打消の意味をもつ否\nてい\n定文と、 「〜ですか?」 「~しますか?」 など、 問いかけの意味をもつ疑\nもん\n問文をマスターしてみよう。\n今回も be動詞 一般動詞を区別して考えることが大事だよ。\n\n否定文・疑問文の作り方が違うから\nbe動詞の文と一般動詞の文とでは、否定文・疑問文の作り方が\n違うの。 だから、否定文や疑問文を作るときは、まず最初にその\n文が 「be動詞の文」なのか「一般動詞の文」なのかをシッカリ区\n別しなきゃいけないのよね。,P28
eng-01,大岩のいちばんはじめの英文法,英語,ch02,動詞② ~ be動詞・ 一般動詞の否定文と疑問文~,2,ch02-item02,be動詞の否定文,2,"be動詞(am, is, are, was, were)の直後にnotを置く;短縮形: isn't, aren't, wasn't, weren't (am notはI'm not);主語に合わせてbe動詞を使い分ける","I be動詞を含む文の否定文\n文の中に be動詞 (am, is are was were) があり、 その文を\n「〜ではない」「〜ではなかった」という意味の否定文にしたいときは、\nそのbe動詞の直後に not を置けばいいんだよ。\n(1571) am not, is not、 are not、 was not, were not\nこれらは短縮して、 isn't aren't 、 wasn't、 weren't\nという形にすることもできるからね。\n例文1を見てみよう!\n\nShe is not his daughter.\n・彼女は彼の娘ではない。\n例文 1\n\nこの文は、 is の後ろに not が置いてあるので、\n「〜ではない」という否定文になっているね。\nこのように、 be動詞の直後に not を付ければ否定文の完成だよ。\nちなみに、主語が 「I」 だったら、\n「I am not his daughter.」 になるし、▼\nもし主語が 「They」 だったら、\n「They are not [aren't] his daughters.」 になるよね。\nbe動詞は主語に合わせて使い分けが必要だからね。\nじゃ、次はbe動詞の疑問文をやってみようか。\n\n[I\n「I am not」 の短縮形は 「I'm not」\nL\n「I am not」の短縮形は 「I'm not」 でしゅ。 「I amn't」 だと思っ\nたら大マチガイでしゅよ! そんな形はふつうは使いましぇん!\nI am not his daughter.\n= I'm not his daughter. (amn't とはしないように!)","P28, P29"
eng-01,大岩のいちばんはじめの英文法,英語,ch02,動詞② ~ be動詞・ 一般動詞の否定文と疑問文~,2,ch02-item03,be動詞の疑問文,3,"be動詞を主語の前(文頭)に出す;文末に?を付ける;答え方は聞かれた動詞(be動詞)で答える(Yes, S + be動詞. / No, S + be動詞 + not.);答えの主語は代名詞にすることが多い"," be動詞を含む文の疑問文\nbe動詞を含む文を 「~ですか?」「(~に) ありますか?」という意味の\n疑問文にしたいときには、 be動詞を主語の前 (文頭) にもっていき、\n文の終わりに ｢? (クエスチョンマーク)」 を付ければ完成!\n簡単でしょ? 例文2を見てみよう!\n\nAre they junior high school students?\n彼らは中学生ですか?\nYes, they are. / No, they aren't.\nはい、そうです。 / いいえ、違います。\n例文2\n\n最初の文は they という主語の前に Are (be動詞) があって、\n文の最後に 「?」 が付いているので、\n「〜ですか?」 という意味の疑問文だとわかるよね。\nこの文には are という be動詞が入っているので、\nare を主語の前に出し、文の最後に「?」 を付けて疑問文にしたんだよ。\n●もとの文: They are junior high school students.\n◇疑問文 :\nAre they junior high school students?\nそしてムチャクチャ注意したいところは、 疑問文に対しての答え方!\n英語は聞かれたもので答えるのが基本!\n今回はbe動詞で聞かれているので、 be動詞を使って答えるのが原則!\nだから、「Are they junior high school students?」と聞かれて、\n「はい、 中学生です。」 なら 「Yes, they are.」、\n「いいえ、 中学生ではありません。」 なら 「No, they aren't.」\nと答えればいいからね。        ","P29, P30"
